AcceptedAnswerId,Answer
"19392065","<p>Here is what I did in the end for <a href=""https://github.com/amarchen/Wikipedia"" rel=""nofollow"">https://github.com/amarchen/Wikipedia</a> :</p>

<ol>
<li><p>Main public git project has a submodule pointing to a private git repository. This submodule is checked into something like ""settings/AppStoreKeys"" directory</p></li>
<li><p>If you do not have access to the private repo, component will fail to be checked out and you won't have any files inside the subdirectory. The rest of the public repo will work just fine without any git errors or whatever. 3rd party users of your code may not even notice there is a private settings submodule unless you use some other components.</p></li>
<li><p>If you do have access to the private repo, you fetch the component via ""git submodule init"" and ""git submodule update"". That creates your private files in settings/AppStoreKeys</p></li>
<li><p>At runtime your code checks for the existence of files in settings/AppStoreKeys and reads settings from there or falls back to something default</p></li>
</ol>

<p><em>Downsides</em>
For my purposes it works just fine. It's a demo app, I just don't want people studying the code to overuse the real app mixpanel keys (and whatever other keys). I also don't care about a potential need to use the other keys - it's a demo app, not for supported forks.</p>

<p>However, this approach exposes the address of my private repo to everybody and that's not very cool. For the more serious cases I would probably go the other way around and created a private project that would be just a wrapper (plus private keys) for the public library and maybe a public app wrapper.</p>
"
"19523601","<p>The answer is to not publish that information to GitHub in the first place.</p>

<p>When I worked with Twilio applications, I used a <code>localsettings.py</code> (Python, but should be the same for Ruby) file holding the sensitive information that I downloaded and distributed out-of-band.</p>

<p>A user-friendly interface could be a setup script to download this file from a server credentials.</p>

<p>Alternatively, if you <em>must</em> check it into github, encrypt it symmetrically with something like gnupg and decrypt it on your host machine.</p>

<p>In all these cases, you have to be careful not to accidentally check it in to git. Adding <code>localsettings.rb</code> to your <code>.gitignore</code> file is a great idea.</p>

<p>(If you've <em>already</em> pushed it to github, see <a href=""https://help.github.com/articles/remove-sensitive-data"" rel=""nofollow"">here</a> for how to undo that.)</p>
"
"19604260","<p>I stored the config files in a private S3 bucket and manage access via IAM. The configuration updates and revisions are handled by a small script using the AWS gem. That way anybody with sufficient privileges can access them, and we also can issue access credentials for each developer separately.</p>
"
"19623494","<p>Sensitive data should not be in source control - you should use Heroku config variables which will then be exposed as environment variables in your application. Read more on the Heroku site at <a href=""https://devcenter.heroku.com/articles/config-vars"" rel=""nofollow"">https://devcenter.heroku.com/articles/config-vars</a></p>
"
"19752873","<p>What I usually do in these cases is allow for a two layered configuration where the default set of properties is versioned and committed with the source, but then developers can supply an external file that will be used if discovered, and will replace the defaults on a per setting basis. This is not only useful for externalizing credentials, but it also lets you default things like thread count, connection pool size, etc.. that can be overridden if desired. Importantly, they can see the full structure always. You your self would have your own external overrides file with the real credentials you use. But the defaults are fake ones that you check in. </p>

<p>I know you are using PHP, for java as an example, it would look roughly like this:</p>

<pre><code>Properties defaultProps = loadDefaults();
Properties overrideProps = loadOverridesIfFound();
for(String name : overrideProps.keySet()) {
   defaultProperties.put(name,overrideProps.get(name));
}
</code></pre>

<p>I have found this technique to be very effective for many projects.</p>
"
"19916461","<blockquote>
  <p>My application is open source, but I do not want to have the key publicly visible in my repository.</p>
</blockquote>

<p>Put the key in a string resource, in a separate resource file (e.g., <code>res/values/omg_do_not_commit_this_to_the_repo.xml</code>). Then, do not commit that file to the repo (e.g., if you are using Git, add the file to <code>.gitignore</code>).</p>
"
"20418404","<p>One way is to store:</p>

<ul>
<li>one different configuration file per environment</li>
<li>one template file</li>
<li>one script able to detect the current environment the git repo is cloned in, and generate the actual configuration file (which isn't versioned) used for that local environment.</li>
</ul>

<p>That generation can be automated on checkout, with a smudge script declared as a <a href=""https://stackoverflow.com/a/11961257/6309""><strong>content filter driver</strong></a>.</p>

<p><img src=""https://i.stack.imgur.com/mFYak.png"" alt=""enter image description here""></p>
"
"20441056","<p>Try <code>git push -f</code> to force it, without pulling.  Note that this command is somewhat dangerous, and should not be used without thought.</p>
"
"20723814","<p>Solved with a bit of luck. The command I mention above must be spaced and lined as it appears on their 'Removing Sensitive Data' page. </p>

<p>So this:</p>

<pre><code>git filter-branch --force --index-filter \
'git rm --cached --ignore-unmatch php/initialize.php' \
--prune-empty --tag-name-filter cat -- --all
</code></pre>

<p>Is not the same as this:</p>

<pre><code>git filter-branch --force --index-filter \ 'git rm --cached --ignore-unmatch php/initialize.php' \ --prune-empty --tag-name-filter cat -- --all
</code></pre>
"
"21031713","<p>First, here's the important bit: <strong>Consider your credentials compromised. Change them. No matter what you do at this point, they are no longer secure.</strong></p>

<p>Now that yo've done that, you have a couple of options:</p>

<ul>
<li><p>If you really just want to start from scratch, overwrite what's there with new commits using <code>git push --force</code>. This is likely your easiest path forward.</p>

<pre><code>git init &lt;new-directory&gt;
$EDITOR README.md
git add README.md
git commit
git remote add origin https://github.com/user/repo.git
git push --force origin master
</code></pre></li>
<li><p>Alternatively, you can remove the credentials from the history with <code>filter-branch</code>, as outlined on the <a href=""https://help.github.com/articles/remove-sensitive-data"">GitHub help page on removing sensitive data</a>.</p>

<p>Your <code>ambiguous argument 'rm'</code> error is likely to do with quoting the command properly. Make sure to quote it as it shows in the article.</p></li>
</ul>
"
"21278686","<p>Maybe it's easier if you just don't use a key. It's an optional feature so Google can track your API usage for example if you need to purchase additional quota.</p>
"
"21450090","<p>The only way to purge that diff is with a force push. If multiple people are working on that same branch, you'd best let them know that you're rewriting history.</p>

<p>Assuming it was your last commit...</p>

<pre><code>git reset --soft HEAD~
(undo password changes)
git diff
(make sure there are no changes that display the passwords)
(stage/commit changes)
git push origin +branch_name
</code></pre>

<p>Following standard security precautions, I would also reset those passwords if they're linked to sensitive data...</p>
"
